Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Location,Speed_limit,Light_Conditions,Weather_Conditions,Urban_or_Rural_Area
55,3,2,1,3,645,30,1,1,2
63,3,1,1,3,752,30,1,1,1
1,3,2,1,3,29,30,1,9,1
44,2,2,1,3,493,30,1,1,1
14,3,2,1,3,215,20,4,1,1
1,3,1,2,3,2,30,4,1,1
95,3,2,1,3,940,30,7,1,2
4,2,2,1,4,71,30,1,1,1
32,3,2,1,4,353,30,1,1,2
1,3,1,2,4,17,30,1,1,1
7,3,3,1,4,130,30,1,1,1
32,2,2,2,4,351,30,1,5,2
22,3,1,1,4,277,70,1,1,2
31,3,3,2,4,340,30,1,1,1
33,2,1,1,4,366,30,1,1,1
16,3,1,1,4,231,30,1,1,1
13,3,2,1,4,202,30,1,1,1
44,3,3,2,4,505,30,1,1,2
4,2,1,1,4,71,30,1,1,1
45,3,2,1,4,518,30,7,1,1
20,3,2,1,4,300,30,4,1,1
16,3,3,1,4,228,30,4,1,1
43,3,1,1,4,474,50,6,1,2
42,2,2,1,5,450,30,1,1,1
13,3,1,1,5,200,30,1,9,1
4,3,1,1,5,84,20,1,1,2
43,3,2,2,5,471,30,1,1,2
23,3,2,1,5,291,30,1,1,1
32,3,2,2,5,355,30,1,1,1
14,3,2,1,5,211,30,1,1,1
1,3,3,1,5,20,30,4,1,1
20,3,2,3,5,300,30,1,1,1
1,3,2,1,5,18,50,1,1,1
53,3,2,1,5,622,30,1,1,2
60,3,2,1,5,723,30,1,1,2
13,3,2,1,5,203,30,4,1,1
1,3,2,1,5,6,40,4,1,1
1,2,1,1,6,4,20,4,1,1
60,3,2,2,6,725,30,1,1,1
31,3,1,1,6,347,60,1,2,2
35,3,2,3,6,394,60,1,1,2
4,3,2,1,6,75,30,1,1,1
12,3,1,1,6,189,30,1,1,2
43,3,2,1,6,474,30,1,1,2
44,3,2,1,6,505,30,1,1,1
1,3,2,1,6,15,30,4,1,1
47,3,2,3,6,558,50,4,1,2
20,3,2,2,6,302,30,4,1,1
44,2,1,1,6,495,30,4,1,1
17,3,1,1,7,245,30,4,1,1
23,3,2,1,7,293,50,1,1,2
47,3,2,1,7,563,30,1,1,1
12,3,2,2,7,182,60,1,1,2
92,3,2,2,7,911,60,1,1,2
40,3,2,1,7,424,60,1,1,2
97,3,2,1,7,935,30,1,1,1
41,2,1,1,7,433,60,1,2,2
50,3,1,1,7,583,30,1,1,1
36,3,3,3,7,402,30,4,2,1
1,3,1,1,7,1,30,4,1,1
17,2,1,1,7,240,30,4,1,1
1,3,2,1,1,28,30,4,1,1
46,2,1,1,1,536,70,6,1,2
31,2,1,1,1,346,30,1,1,1
52,3,2,2,1,601,20,1,1,1
1,3,2,2,1,10,30,1,1,1
36,3,1,4,1,405,60,1,1,2
52,3,2,2,1,608,40,1,1,2
4,3,2,2,1,76,30,4,1,1
46,3,2,1,1,538,50,4,1,2
20,3,2,1,1,309,30,4,1,1
1,3,1,1,2,32,30,1,1,1
97,2,2,3,2,937,60,1,1,2
13,3,2,1,2,206,70,1,1,2
46,3,1,1,2,544,30,1,1,1
1,3,1,2,2,2,30,1,1,1
41,3,2,1,2,431,30,1,1,1
63,3,1,1,2,750,60,1,1,2
14,3,2,1,2,215,20,1,1,1
13,3,2,1,2,204,30,4,1,1
37,3,1,3,2,414,60,4,1,2
1,3,1,1,3,23,30,4,1,1
55,2,2,2,3,643,30,1,1,1
60,3,3,1,3,725,30,1,1,1
52,3,2,1,3,612,30,1,9,1
10,3,2,1,3,149,30,1,1,1
1,3,2,1,3,19,30,1,2,1
95,2,2,1,3,940,30,1,1,2
1,2,2,1,3,11,30,1,1,1
40,3,1,1,3,421,20,1,1,1
5,3,1,1,3,91,30,1,1,1
61,3,2,1,3,733,30,1,1,1
16,3,2,1,3,231,40,1,1,1
30,3,1,1,3,320,30,1,9,1
55,3,1,2,3,645,60,6,1,2
32,3,1,1,4,353,60,6,2,2
55,1,2,3,4,643,30,1,1,1
43,3,2,1,4,470,60,1,1,2
30,3,3,1,4,328,70,1,1,2
14,3,2,1,4,210,30,1,2,1
23,3,1,1,4,290,60,1,1,2
1,3,2,1,4,26,30,1,1,1
46,3,1,1,4,531,30,1,1,1
55,3,3,1,4,647,40,1,1,2
47,2,2,1,4,555,30,1,1,1
45,3,2,1,4,512,30,7,1,1
1,3,2,1,4,4,20,4,1,1
52,3,2,1,4,601,30,4,1,1
43,3,1,1,5,476,60,6,1,2
1,3,2,1,5,10,30,1,2,1
12,3,2,1,5,189,30,1,2,1
10,2,1,1,5,147,30,1,1,1
97,3,2,1,5,932,70,1,1,1
48,3,2,1,5,570,20,1,1,1
47,3,5,1,5,552,30,1,1,1
54,2,2,3,5,635,50,1,1,2
95,3,2,1,5,923,30,1,1,1
1,3,2,1,5,31,30,1,1,1
52,3,1,1,5,607,60,1,1,2
47,3,1,1,5,551,30,1,1,1
46,3,3,4,5,538,70,6,1,2
47,1,2,2,5,556,30,4,1,1
30,3,2,1,5,322,30,4,1,1
22,2,2,1,6,276,30,1,1,1
97,3,2,1,6,932,20,1,1,1
63,3,2,1,6,752,60,1,1,2
37,1,1,2,6,414,40,1,1,2
95,3,2,1,6,921,60,1,1,2
1,3,2,1,6,4,30,1,1,1
1,3,2,1,6,2,20,1,1,1
5,3,1,1,6,91,20,1,1,1
47,3,2,2,6,552,40,1,1,1
1,3,2,1,6,23,30,1,1,1
97,3,1,1,6,935,30,1,1,1
10,3,1,1,6,147,30,4,1,1
20,3,2,1,6,300,30,4,1,1
50,3,2,2,6,588,60,6,2,2
43,2,3,2,6,482,50,6,1,2
3,1,1,1,7,62,60,6,1,2
16,2,1,1,7,231,60,1,1,2
7,3,2,1,7,130,70,1,1,2
95,3,1,1,7,940,60,1,2,2
46,3,1,1,7,540,20,1,1,1
43,3,2,1,7,482,20,1,1,1
10,3,2,1,7,147,70,1,1,1
30,3,1,1,7,324,30,1,1,1
50,3,2,2,7,596,60,1,1,2
20,3,2,1,7,300,30,7,9,1
20,2,1,1,7,300,30,4,5,1
36,3,1,1,7,402,30,6,2,2
52,3,1,1,7,610,30,6,2,1
1,2,2,1,7,15,30,4,1,1
63,3,3,1,1,751,30,4,1,1
1,3,2,1,1,15,30,4,2,1
52,3,2,1,1,601,20,1,1,1
63,3,2,1,1,751,60,1,1,2
40,3,2,1,1,424,30,1,1,1
1,2,2,3,1,31,40,1,1,1
41,3,4,2,1,437,30,1,1,1
40,2,2,1,1,421,30,1,1,1
12,3,1,1,1,189,30,1,1,2
97,1,1,1,1,919,70,6,1,2
11,2,2,1,1,169,30,4,1,2
37,3,2,1,2,412,30,1,1,1
95,3,3,1,2,923,70,1,1,2
11,3,3,1,2,161,30,1,1,1
43,3,2,1,2,482,20,1,1,1
40,3,2,1,2,420,30,1,1,1
13,3,1,1,2,206,30,1,1,1
43,3,2,2,2,473,40,1,1,1
50,1,2,5,2,580,60,1,1,2
31,3,2,2,2,341,60,1,1,2
41,2,2,1,2,433,40,1,1,2
43,2,2,1,2,473,30,4,2,1
47,2,2,2,2,556,50,6,1,2
1,3,2,1,2,30,40,4,1,1
45,3,1,1,2,40,30,6,1,2
46,3,4,3,3,532,70,1,4,2
30,2,2,1,3,323,30,1,2,1
3,3,1,1,3,62,30,1,1,1
44,3,1,1,3,493,30,1,1,2
1,3,1,1,3,27,30,1,1,1
43,3,2,1,3,485,30,1,1,1
1,3,1,2,3,20,30,1,1,1
91,3,3,1,3,927,60,1,1,2
1,3,2,2,3,14,70,1,1,2
5,2,1,1,3,91,30,1,1,1
1,2,1,1,3,5,40,1,1,1
43,3,2,1,3,479,70,4,1,1
1,3,2,1,3,28,30,4,1,1
46,3,1,1,4,544,30,1,1,1
6,3,2,1,4,104,30,4,1,1
20,3,2,8,4,302,50,1,1,1
46,3,2,1,4,530,30,1,1,1
13,2,2,1,4,200,30,1,1,1
97,3,3,1,4,919,60,1,1,2
46,3,1,1,4,543,30,1,1,1
1,3,2,2,4,16,30,1,1,1
60,2,3,1,4,721,60,1,1,2
54,3,1,1,4,635,50,1,2,2
30,3,2,1,4,320,30,1,1,1
44,3,1,1,5,496,70,6,1,2
6,3,4,3,5,106,50,1,1,2
36,3,2,2,5,402,30,1,2,1
34,3,2,1,5,386,30,1,1,1
6,3,3,3,5,107,70,1,1,1
5,3,1,1,5,91,30,1,1,1
61,2,2,2,5,731,60,1,1,2
1,3,2,1,5,18,30,4,1,1
20,3,2,1,5,305,70,4,1,1
42,3,2,1,5,450,40,4,1,1
1,3,1,1,5,8,30,4,1,1
42,2,1,1,6,451,30,4,1,1
17,3,1,1,6,245,40,1,1,2
52,3,2,2,6,610,40,1,1,2
22,3,2,2,6,273,60,1,1,2
12,3,2,1,6,189,30,1,1,2
22,2,3,1,6,286,60,1,1,2
55,3,2,1,6,643,30,1,1,1
46,2,1,1,6,535,30,1,1,1
34,3,2,1,6,384,30,7,1,1
40,1,6,3,6,424,70,6,1,2
7,3,2,2,6,124,30,4,1,1
43,3,2,1,6,473,60,4,1,2
1,3,2,1,7,1,30,4,1,1
1,3,2,1,7,3,20,1,1,1
22,2,1,1,7,273,60,1,1,2
6,3,1,1,7,100,30,1,1,1
7,1,1,1,7,128,20,1,1,2
63,3,2,1,7,753,60,1,1,2
16,3,1,1,7,233,30,1,1,1
16,3,2,2,7,233,30,4,1,1
52,3,2,1,7,607,30,7,1,1
97,3,2,2,7,932,30,4,1,1
1,3,2,1,1,32,30,1,1,1
1,2,2,1,1,31,30,1,1,1
21,3,3,1,1,254,50,1,1,2
32,3,2,2,1,350,30,1,1,2
97,3,2,2,1,932,30,1,1,2
20,3,2,1,1,306,30,4,1,1
1,3,2,1,1,7,30,4,1,1
1,3,2,1,2,11,30,4,1,1
35,3,1,1,2,392,60,1,1,2
97,3,1,1,2,938,50,1,1,2
5,3,2,1,2,92,70,1,1,2
54,3,1,1,2,635,30,1,2,1
46,3,2,2,2,542,70,1,1,2
13,3,2,2,2,204,30,1,1,1
22,3,2,5,2,284,40,4,1,2
1,3,2,1,2,28,30,4,1,1
34,3,2,1,2,383,30,4,1,1
30,3,1,3,3,328,30,7,9,2
95,3,2,1,3,940,50,1,1,2
97,3,2,2,3,926,30,1,1,2
1,3,4,1,3,25,30,1,1,1
1,3,2,1,3,17,50,1,1,1
13,3,2,1,3,204,40,1,1,1
13,3,3,4,3,203,30,1,1,1
44,3,2,1,3,493,40,4,1,1
5,3,1,1,3,91,20,4,1,1
50,3,1,1,3,596,40,6,1,2
20,3,2,1,4,305,30,4,1,1
55,2,2,1,4,643,50,4,7,2
47,3,2,1,4,562,30,1,1,2
53,3,2,1,4,621,60,1,1,2
62,3,2,2,4,745,30,1,1,1
33,3,3,1,4,362,40,1,1,1
20,3,2,1,4,307,30,1,1,1
1,2,2,1,4,10,30,1,1,1
16,3,2,1,4,233,30,4,1,1
13,3,2,5,4,200,30,4,1,1
54,3,2,1,5,635,30,1,7,2
1,3,3,1,5,10,30,1,2,1
43,3,4,1,5,481,30,1,1,1
46,3,1,1,5,541,30,1,1,1
47,3,2,1,5,556,70,1,1,2
44,3,3,1,5,497,70,1,1,2
6,3,2,1,5,102,30,4,1,1
20,3,2,2,5,300,30,4,1,1
33,3,1,1,5,364,30,4,1,1
22,2,3,1,5,285,60,6,1,2
44,2,2,1,6,490,30,5,1,1
45,3,2,1,6,513,30,1,1,1
45,3,2,1,6,510,30,1,1,1
13,3,2,2,6,203,30,1,1,2
20,3,2,1,6,305,30,1,1,1
50,3,1,1,6,584,30,1,1,2
34,3,2,2,6,384,30,1,1,1
52,3,1,3,6,612,70,1,1,2
5,3,2,1,6,90,30,5,1,1
22,3,2,1,6,285,30,4,1,1
1,3,2,3,6,27,30,4,1,1
60,2,1,1,6,723,30,4,1,1
1,1,2,1,6,15,30,4,1,1
35,3,1,1,6,393,60,7,1,2
11,3,1,1,7,161,60,6,1,2
21,3,2,1,7,255,70,4,1,2
43,2,2,4,7,483,60,1,1,2
1,3,2,1,7,4,30,1,1,1
61,3,2,1,7,733,30,1,1,1
44,3,2,2,7,502,30,1,1,1
34,3,2,1,7,384,30,1,1,1
42,2,1,1,7,463,70,1,1,2
44,3,1,1,7,492,30,4,1,1
12,3,1,1,7,185,60,6,1,2
22,3,2,2,7,276,30,4,1,1
62,3,1,4,1,740,30,6,1,2
45,3,1,1,1,517,50,1,1,2
22,3,1,1,1,274,30,1,1,1
35,3,2,1,1,395,60,1,1,2
32,3,2,2,1,352,40,1,1,1
16,3,2,1,1,231,60,1,1,2
1,3,1,1,1,27,30,4,1,1
4,3,1,1,1,84,20,4,1,1
32,3,1,1,1,351,30,4,1,2
30,2,1,1,2,328,30,4,1,2
1,3,2,1,2,2,20,4,1,1
46,3,2,1,2,544,30,1,1,1
47,3,3,2,2,556,60,1,1,2
54,3,3,2,2,633,40,1,1,1
43,3,2,1,2,483,30,1,1,1
10,3,2,1,2,150,30,1,1,1
5,2,2,1,2,93,30,1,1,1
46,3,2,1,2,536,70,1,1,2
46,3,2,1,2,542,70,6,1,2
13,2,1,1,2,204,30,4,1,2
1,3,4,3,2,18,50,1,1,1
46,3,1,1,2,530,30,1,1,2
32,3,2,1,2,356,60,4,1,2
1,3,4,1,2,9,30,4,1,1
94,2,2,1,3,925,40,4,1,2
10,3,2,1,3,150,30,1,1,1
40,3,2,1,3,421,40,1,1,1
46,3,2,1,3,544,30,1,1,1
37,3,2,1,3,415,30,1,1,1
31,3,2,1,3,347,30,1,1,1
20,3,2,1,3,309,20,1,1,1
36,3,2,1,3,404,40,4,1,1
47,3,3,1,3,559,70,4,1,1
1,3,2,2,3,24,30,4,1,1
30,3,2,2,3,328,70,7,9,2
91,3,2,1,3,927,30,4,2,2
46,3,3,3,4,533,60,1,1,2
33,3,4,1,4,361,60,1,1,2
4,3,2,2,4,84,50,1,1,2
1,3,3,1,4,1,30,1,1,1
50,3,1,1,4,596,30,1,1,1
1,3,2,2,4,1,30,1,1,1
95,3,2,1,4,923,30,1,1,2
23,2,2,1,4,293,60,1,1,2
13,3,2,2,4,204,40,1,1,1
1,3,2,1,4,6,50,7,9,1
17,3,2,1,4,245,30,4,1,1
33,2,1,1,4,364,30,4,1,2
33,3,1,1,4,368,60,7,1,2
13,3,3,4,4,200,30,4,1,1
55,3,2,1,5,645,60,1,1,2
10,3,2,3,5,139,60,1,1,2
91,3,2,2,5,941,30,1,2,2
33,3,2,1,5,364,40,1,1,1
4,3,2,1,5,82,70,1,2,2
45,3,1,1,5,38,30,1,1,1
1,2,2,1,5,18,30,1,1,1
12,3,2,1,5,187,60,6,2,2
97,3,2,1,5,926,20,4,2,1
63,3,3,1,5,750,60,6,2,2
22,3,1,1,5,278,30,4,1,1
97,3,2,2,5,919,30,7,9,1
1,3,2,1,5,11,30,4,2,1
4,3,2,1,6,71,30,4,1,1
43,3,2,2,6,482,30,1,2,1
33,3,2,1,6,362,30,1,1,2
1,3,2,1,6,19,30,1,1,2
11,3,1,1,6,169,30,1,1,1
47,2,2,4,6,565,30,1,1,1
1,3,2,1,6,24,30,1,2,1
62,3,2,1,6,741,20,1,1,1
42,2,3,1,6,462,30,4,1,1
16,3,2,1,6,231,30,1,1,1
20,2,2,1,6,303,30,1,1,1
12,3,4,3,6,184,50,6,1,2
20,3,2,1,6,303,30,7,9,1
22,2,3,4,6,277,50,6,1,2
45,2,2,1,6,513,30,7,1,1
1,3,2,1,6,31,30,4,1,1
44,3,1,1,7,502,60,6,7,2
45,3,1,1,7,517,30,6,1,2
10,3,2,1,7,150,30,1,1,1
1,3,3,1,7,15,30,1,1,2
30,3,2,2,7,323,30,1,1,1
46,2,1,1,7,541,30,1,4,2
6,3,2,1,7,106,30,1,9,1
95,3,2,1,7,914,60,1,1,2
16,2,2,1,7,228,30,4,2,1
16,3,2,6,7,228,30,4,5,1
95,2,1,1,7,923,30,4,1,1
1,3,1,1,7,11,30,4,1,1
1,3,3,2,1,5,30,4,1,1
32,2,1,4,1,353,60,1,1,2
50,3,2,3,1,596,60,1,1,2
42,3,2,2,1,450,30,1,1,1
1,3,1,1,1,31,30,1,9,1
47,3,1,1,1,560,30,1,1,1
6,3,2,1,1,112,40,1,1,1
46,3,2,1,1,535,30,6,2,2
1,3,1,1,1,1,30,4,2,1
6,3,1,1,1,112,30,7,1,1
1,3,1,1,1,22,30,4,2,1
1,2,4,2,1,7,20,4,1,1
1,2,1,1,2,9,30,1,1,1
10,3,2,1,2,150,30,1,2,1
44,3,2,1,2,490,30,1,1,1
46,3,2,1,2,531,30,1,2,1
63,3,2,1,2,751,30,1,1,1
35,3,3,1,2,392,30,1,9,1
16,3,1,1,2,232,30,1,1,1
20,3,1,1,2,302,30,1,1,1
20,3,3,2,2,306,50,6,1,2
97,3,1,1,2,937,50,1,1,2
12,3,1,1,2,182,30,6,1,2
46,2,1,1,2,541,60,6,5,2
1,3,2,3,2,25,30,4,1,1
1,3,2,1,2,13,30,4,9,1
1,3,1,1,3,9,30,4,9,1
23,3,2,1,3,292,30,1,1,1
1,3,2,1,3,18,30,1,1,1
50,3,2,1,3,587,30,4,2,1
13,3,1,1,3,200,30,1,1,1
5,2,2,2,3,95,30,1,1,1
6,2,1,1,3,102,20,4,1,1
53,3,1,2,3,623,30,1,9,1
6,3,2,1,3,102,20,7,1,1
37,3,2,1,3,412,30,4,1,1
21,3,2,1,3,251,30,4,1,1
31,3,2,1,3,347,30,4,2,1
23,3,2,1,3,290,70,6,2,2
43,3,1,1,4,483,30,6,2,2
13,3,1,1,4,203,30,1,3,1
17,3,2,1,4,243,30,1,1,1
44,3,2,1,4,501,70,1,1,2
13,3,2,3,4,203,30,1,3,1
61,3,2,2,4,734,40,1,1,2
1,3,3,2,4,14,30,1,1,1
32,3,2,2,4,355,30,1,2,1
1,3,1,1,4,6,30,4,2,1
52,3,3,2,4,605,60,6,1,2
54,3,2,1,4,635,30,4,1,1
46,3,2,1,4,532,30,4,1,2
42,3,2,1,4,457,40,1,1,1
52,3,2,1,4,601,20,4,1,1
14,3,2,1,4,210,30,4,1,2
21,2,2,1,5,252,30,4,2,1
14,3,2,1,5,215,30,1,2,1
1,3,3,1,5,11,30,1,1,1
6,3,1,2,5,109,30,1,1,1
97,2,1,1,5,926,30,1,1,1
1,3,2,5,5,12,30,1,1,1
44,3,2,1,5,500,30,1,1,1
1,3,1,1,5,26,40,1,2,1
22,3,2,1,5,284,40,1,1,2
60,3,3,1,5,723,60,6,2,2
1,3,1,1,5,30,30,4,2,1
63,3,1,1,5,752,60,6,1,2
1,3,3,1,5,7,20,4,1,1
1,2,2,1,6,26,30,6,1,1
6,3,1,1,6,102,30,1,1,1
50,3,2,1,6,596,30,1,1,1
50,3,2,2,6,581,30,1,1,2
37,3,3,1,6,411,70,1,1,2
1,3,2,1,6,20,30,1,1,1
4,3,2,3,6,83,30,1,1,1
41,3,3,2,6,434,70,4,1,2
13,3,2,1,6,200,30,4,1,1
97,3,1,1,6,926,30,4,2,1
1,3,2,1,6,4,30,4,1,1
52,3,2,1,6,601,20,4,1,1
12,3,2,1,6,187,30,4,1,2
14,3,1,1,7,215,30,4,1,1
43,1,2,1,7,481,70,1,2,2
54,3,1,1,7,635,30,1,2,1
13,3,1,1,7,202,70,1,1,2
1,3,1,1,7,25,30,1,1,1
1,3,2,1,7,12,30,1,2,1
5,3,2,1,7,93,30,1,1,1
1,3,2,1,7,3,30,1,2,1
44,3,2,1,7,493,30,4,1,1
1,3,2,1,7,13,30,5,2,1
33,3,1,1,7,363,60,6,1,2
47,2,1,1,7,559,60,6,1,2
1,3,2,3,7,19,30,4,1,1
45,3,1,1,1,511,30,7,1,1
61,3,1,1,1,734,30,4,1,1
54,2,1,1,1,633,30,1,1,2
1,3,1,1,1,13,30,1,1,1
53,3,2,1,1,625,50,1,4,2
46,3,2,1,1,542,40,1,1,2
95,3,1,1,1,940,40,6,2,2
16,3,2,1,1,228,30,4,2,1
13,3,2,3,1,200,30,4,2,1
1,3,1,1,1,18,30,4,1,1
52,1,4,3,2,611,60,6,2,2
1,3,3,1,2,4,30,1,9,1
46,3,3,1,2,533,30,1,2,2
44,3,2,1,2,491,30,1,1,1
50,3,2,1,2,583,20,1,1,2
1,2,1,1,2,9,30,1,2,1
48,2,1,1,2,570,20,1,1,1
12,3,1,1,2,189,20,1,1,1
31,3,2,1,2,340,30,4,1,1
22,2,2,1,2,286,40,4,1,2
6,3,2,1,2,106,30,4,2,1
50,3,1,1,2,581,30,4,1,1
34,3,1,1,2,380,30,6,2,1
47,3,2,2,3,565,20,4,4,1
52,2,2,2,3,607,50,1,1,2
1,2,1,2,3,2,30,1,1,1
7,3,2,2,3,129,30,1,2,1
1,2,1,1,3,2,20,1,1,1
1,3,2,1,3,31,30,1,1,1
20,2,2,1,3,305,30,1,1,1
22,3,2,2,3,277,40,1,1,2
4,3,1,4,3,73,30,1,1,1
17,2,1,1,3,240,30,4,1,1
16,3,2,1,3,231,50,6,1,2
22,3,3,2,3,286,60,6,1,2
1,3,2,1,3,8,30,7,9,1
63,2,1,1,3,753,60,6,1,2
62,3,2,1,3,745,30,4,9,1
63,3,5,1,4,753,60,6,1,2
94,3,1,1,4,925,70,1,1,2
42,3,2,2,4,461,30,1,1,1
1,3,3,2,4,14,40,1,1,1
1,3,2,1,4,16,50,1,1,1
43,2,1,1,4,482,30,1,1,1
50,2,1,1,4,596,30,1,2,2
43,3,1,1,4,475,40,4,2,1
54,3,2,2,4,633,30,4,2,1
14,3,1,1,4,215,30,4,1,1
1,3,1,1,4,31,30,4,2,1
20,3,2,1,4,303,30,4,1,1
97,3,2,3,4,920,30,4,2,1
1,3,1,1,4,16,30,4,9,1
1,3,2,1,4,27,30,4,1,1
1,3,1,1,5,8,30,4,2,1
52,3,2,1,5,612,40,1,2,2
55,2,2,3,5,644,60,1,2,2
50,3,2,2,5,596,60,1,3,2
4,3,2,1,5,79,30,1,2,1
1,3,3,1,5,1,30,1,1,1
45,3,1,1,5,513,70,1,2,2
6,3,2,1,5,102,30,1,2,1
47,3,3,2,5,565,30,4,2,1
6,3,2,1,5,107,30,4,8,1
46,3,2,1,5,531,30,4,2,1
45,3,1,1,5,516,30,6,1,2
5,3,2,1,5,91,20,4,1,1
47,3,2,1,5,565,30,4,2,1
48,3,1,1,5,570,20,4,1,1
40,3,2,2,6,424,30,6,8,2
62,3,1,1,6,741,40,1,1,1
43,3,2,1,6,470,40,1,1,1
12,3,1,1,6,180,30,4,1,1
4,3,2,1,6,71,30,1,8,1
62,3,3,1,6,740,60,1,8,2
30,3,2,1,6,320,60,1,1,2
16,3,1,1,6,228,30,1,1,1
37,3,2,1,6,410,70,4,1,2
1,3,1,2,6,4,20,4,1,1
62,3,2,1,6,741,30,4,1,1
10,3,2,2,6,139,60,6,1,2
1,3,2,1,6,6,30,4,1,1
44,3,1,1,6,497,60,6,2,2
41,3,2,1,7,33,60,4,2,2
44,3,2,2,7,491,40,1,1,1
55,3,2,1,7,644,60,1,1,2
10,3,2,2,7,147,30,1,1,1
35,3,2,1,7,391,30,1,1,2
42,2,1,1,7,456,30,1,1,1
6,2,1,1,7,106,30,1,1,1
13,3,1,1,7,204,30,1,1,1
3,3,2,1,7,65,30,1,1,1
50,3,1,1,7,583,30,4,2,1
44,3,2,1,7,505,30,4,2,1
1,3,2,1,7,30,30,4,2,1
13,3,1,1,7,206,30,4,1,1
35,3,2,1,7,390,30,4,2,1
42,3,2,2,7,456,70,6,5,2
41,3,2,1,1,33,70,7,2,2
50,3,1,1,1,584,70,1,1,2
35,3,2,1,1,394,30,1,8,1
14,3,2,3,1,215,30,1,1,1
13,3,2,3,1,202,70,1,1,2
52,3,2,3,1,606,40,1,1,2
14,3,2,1,1,215,30,7,2,1
47,3,2,3,1,556,60,6,2,2
20,3,2,3,1,300,30,4,1,1
23,3,1,1,1,294,30,4,1,1
6,2,2,1,2,112,30,4,5,1
32,2,1,1,2,356,60,1,2,2
44,3,3,1,2,499,50,1,5,2
43,2,1,2,2,471,30,1,2,2
1,3,2,1,2,25,30,4,2,1
93,3,2,1,2,918,30,1,1,1
42,2,2,2,2,458,60,1,2,2
32,3,3,1,2,352,30,1,2,1
47,3,2,1,2,563,30,1,1,2
22,2,1,1,2,276,30,4,2,1
13,3,1,1,2,200,30,4,2,1
16,3,2,1,2,233,30,4,1,1
52,3,2,1,2,612,30,4,2,1
20,2,1,1,2,303,30,4,2,1
1,3,2,1,2,7,30,4,2,1
20,3,2,4,2,300,30,4,1,1
6,3,2,3,2,102,30,4,2,1
1,3,2,1,3,31,20,4,5,1
47,3,2,1,3,555,30,1,1,2
21,3,3,1,3,251,60,1,1,2
14,2,2,2,3,213,60,1,2,2
4,3,2,2,3,70,30,1,1,1
43,3,1,1,3,485,30,1,2,1
33,3,3,1,3,364,30,1,1,1
17,3,2,2,3,241,70,4,2,2
43,3,2,1,3,484,30,6,8,2
6,3,3,1,3,102,50,4,1,1
13,3,1,1,3,204,60,6,1,2
37,2,2,1,3,410,70,4,8,2
14,2,2,3,3,211,60,6,2,2
47,3,2,2,3,563,40,4,1,2
33,3,2,1,3,366,30,4,2,1
14,3,1,1,4,213,40,4,2,1
17,3,3,1,4,241,70,1,1,2
10,3,1,2,4,147,20,1,1,1
97,3,2,1,4,919,30,1,1,2
21,3,2,1,4,250,40,1,2,1
7,3,2,1,4,130,30,1,1,2
1,2,1,1,4,6,30,1,2,1
43,3,2,5,4,484,60,1,1,2
13,3,2,3,4,200,30,4,1,1
1,3,2,1,4,8,30,7,9,1
35,3,2,1,4,392,60,6,1,2
1,3,2,1,4,2,20,4,1,1
1,2,2,1,4,5,30,4,1,1
1,2,2,1,5,18,50,1,1,1
5,2,3,3,5,90,70,1,1,2
55,3,4,1,5,646,30,1,1,2
47,3,3,2,5,556,30,1,1,1
44,3,2,1,5,497,60,1,4,2
7,3,2,2,5,124,30,1,1,1
1,2,1,1,5,14,30,1,1,1
1,3,2,1,5,27,30,1,8,1
1,3,2,1,5,5,20,1,4,1
62,3,2,1,5,745,30,4,1,1
1,3,3,1,5,13,30,4,1,1
47,3,1,1,5,565,20,4,1,1
52,3,2,1,5,601,20,4,1,1
20,3,2,1,5,300,30,4,9,1
6,3,2,1,6,107,30,4,1,1
10,3,2,1,6,148,30,1,1,1
4,2,2,1,6,71,30,1,1,1
94,3,2,1,6,925,40,1,1,1
42,3,3,1,6,456,30,1,1,2
1,3,1,1,6,24,30,1,1,1
43,3,2,1,6,474,30,1,1,1
14,3,1,1,6,215,60,1,1,2
1,2,1,1,6,9,30,1,1,1
62,2,2,1,6,746,30,1,1,1
1,3,1,1,6,26,40,1,1,1
1,2,1,1,6,30,30,1,1,1
44,3,2,1,6,500,30,4,1,1
94,3,2,1,6,925,30,4,1,2
45,3,1,1,6,511,40,7,1,2
44,3,2,1,6,501,30,4,1,2
7,2,3,3,6,128,70,4,1,2
1,3,2,1,6,18,30,7,1,1
1,3,2,2,7,9,30,4,1,1
1,3,2,2,7,29,30,4,1,1
16,2,2,2,7,228,30,1,1,1
36,3,2,1,7,404,40,1,1,1
22,3,2,2,7,285,30,1,1,1
20,3,2,2,7,303,30,1,1,1
1,3,1,1,7,15,30,4,1,1
1,3,1,1,7,20,30,4,1,1
32,3,2,4,7,356,30,4,1,1
62,3,2,1,7,744,30,4,1,1
47,3,1,1,1,551,30,7,1,1
20,3,1,1,1,300,30,4,1,1
14,3,2,2,1,213,70,1,1,2
41,3,2,2,1,434,70,1,1,2
63,1,4,1,1,752,50,1,1,2
22,1,1,1,1,286,60,6,1,2
92,2,2,2,1,911,60,6,1,2
1,3,2,1,1,1,30,4,1,1
34,3,2,1,2,381,40,7,1,1
95,3,2,1,2,921,60,6,1,2
40,3,2,1,2,421,30,1,1,1
